"Drug"	"CID"	"ATC"	"miRNA"	"Gene"
"prednisolone"	"CID100004894"	"A07"	"miR-218"	"GNB1"
"prednisolone"	"CID100004894"	"A07"	"miR-520a-3p"	"CORIN"
"prednisolone"	"CID100004894"	"A07"	"miR-520e"	"CORIN"
"prednisolone"	"CID100004894"	"A07"	"miR-98"	"IRS2"
"prednisolone"	"CID100004894"	"A07"	"miR-135b"	"TXNIP"
"prednisolone"	"CID100004894"	"A07"	"miR-373"	"CORIN"
"prednisolone"	"CID100004894"	"A07"	"miR-202"	"CEBPD"
"prednisolone"	"CID100004894"	"A07"	"let-7f"	"DUSP1"
"prednisolone"	"CID100004894"	"A07"	"miR-520c-3p"	"TXNIP"
"prednisolone"	"CID100004894"	"A07"	"miR-23b"	"FKBP5"
"prednisolone"	"CID100004894"	"A07"	"miR-196b"	"SMARCC1"
"prednisolone"	"CID100004894"	"A07"	"let-7i"	"DUSP1"
"prednisolone"	"CID100004894"	"A07"	"miR-181a"	"IRS2"
"prednisolone"	"CID100004894"	"A07"	"miR-181c"	"IRS2"
"prednisolone"	"CID100004894"	"A07"	"let-7g"	"SMARCC1"
"prednisolone"	"CID100004894"	"A07"	"miR-195"	"MAP2K1"
"prednisolone"	"CID100004894"	"A07"	"miR-16"	"MAP2K1"
"prednisolone"	"CID100004894"	"A07"	"miR-32"	"SDC2"
"prednisolone"	"CID100004894"	"A07"	"let-7e"	"DUSP1"
"prednisolone"	"CID100004894"	"A07"	"miR-16"	"IRS2"
"prednisolone"	"CID100004894"	"A07"	"let-7d"	"CEBPD"
"prednisolone"	"CID100004894"	"A07"	"miR-367"	"MCL1"
"prednisolone"	"CID100004894"	"A07"	"miR-320a"	"FKBP5"
"prednisolone"	"CID100004894"	"A07"	"miR-320b"	"FKBP5"
"prednisolone"	"CID100004894"	"A07"	"miR-221"	"PIK3R1"
"prednisolone"	"CID100004894"	"A07"	"miR-135a"	"TXNIP"
"prednisolone"	"CID100004894"	"A07"	"miR-214"	"IRS2"
"prednisolone"	"CID100004894"	"A07"	"miR-202"	"DUSP1"
"prednisolone"	"CID100004894"	"A07"	"miR-101"	"DUSP1"
"prednisolone"	"CID100004894"	"A07"	"let-7i"	"CEBPD"
"prednisolone"	"CID100004894"	"A07"	"miR-486-5p"	"PIK3R1"
"prednisolone"	"CID100004894"	"A07"	"let-7a"	"CEBPD"
"prednisolone"	"CID100004894"	"A07"	"miR-363"	"SDC2"
"prednisolone"	"CID100004894"	"A07"	"miR-148a"	"TXNIP"
"prednisolone"	"CID100004894"	"A07"	"miR-424"	"IRS2"
"prednisolone"	"CID100004894"	"A07"	"miR-10b"	"PIK3CA"
"prednisolone"	"CID100004894"	"A07"	"miR-195"	"IRS2"
"prednisolone"	"CID100004894"	"A07"	"miR-15a"	"IRS2"
"prednisolone"	"CID100004894"	"A07"	"miR-152"	"TXNIP"
"prednisolone"	"CID100004894"	"A07"	"miR-22"	"CEBPD"
"prednisolone"	"CID100004894"	"A07"	"miR-520b"	"TXNIP"
"prednisolone"	"CID100004894"	"A07"	"miR-203"	"FKBP5"
"prednisolone"	"CID100004894"	"A07"	"let-7b"	"CEBPD"
"prednisolone"	"CID100004894"	"A07"	"miR-497"	"IRS2"
"prednisolone"	"CID100004894"	"A07"	"miR-520d-3p"	"TXNIP"
"prednisolone"	"CID100004894"	"A07"	"let-7d"	"DUSP1"
"prednisolone"	"CID100004894"	"A07"	"let-7e"	"CEBPD"
"prednisolone"	"CID100004894"	"D07"	"miR-222"	"GTF2E1"
"prednisolone"	"CID100004894"	"D07"	"miR-149*"	"AKT1"
"prednisolone"	"CID100004894"	"D07"	"miR-30c"	"KLF9"
"prednisolone"	"CID100004894"	"D07"	"miR-1"	"SMARCA4"
"prednisolone"	"CID100004894"	"D07"	"miR-199b-5p"	"SMARCA4"
"prednisolone"	"CID100004894"	"D07"	"miR-300"	"SMARCB1"
"prednisolone"	"CID100004894"	"D07"	"miR-30d"	"KLF9"
"prednisolone"	"CID100004894"	"D07"	"miR-199a-5p"	"SMARCA4"
"prednisolone"	"CID100004894"	"D07"	"miR-144"	"KLF9"
"prednisolone"	"CID100004894"	"D07"	"miR-451"	"AKT1"
"prednisolone"	"CID100004894"	"D07"	"miR-221"	"GTF2E1"
"prednisolone"	"CID100004894"	"D07"	"miR-374b"	"AKT1"
"prednisolone"	"CID100004894"	"D07"	"miR-373"	"AKT1"
"prednisolone"	"CID100004894"	"D07"	"miR-139-5p"	"SMARCA4"
"prednisolone"	"CID100004894"	"D07"	"miR-185"	"AKT1"
"prednisolone"	"CID100004894"	"D07"	"miR-381"	"SMARCB1"
"prednisolone"	"CID100004894"	"D07"	"miR-23a"	"PDPK1"
"prednisolone"	"CID100004894"	"D07"	"miR-1"	"GTF2B"
"prednisolone"	"CID100004894"	"D07"	"miR-613"	"SMARCA4"
"prednisolone"	"CID100004894"	"D07"	"miR-23b"	"PDPK1"
"prednisolone"	"CID100004894"	"D07"	"miR-520c-3p"	"AKT1"
"prednisolone"	"CID100004894"	"D07"	"miR-218"	"KLF9"
"prednisolone"	"CID100004894"	"D07"	"miR-613"	"SMARCB1"
"prednisolone"	"CID100004894"	"D07"	"miR-374b"	"PDPK1"
"prednisolone"	"CID100004894"	"D07"	"let-7a"	"INSR"
"prednisolone"	"CID100004894"	"D07"	"miR-221"	"GTF2B"
"prednisolone"	"CID100004894"	"D07"	"miR-142-3p"	"GTF2A1"
"prednisolone"	"CID100004894"	"D07"	"let-7d"	"KLF9"
"prednisolone"	"CID100004894"	"D07"	"miR-374a"	"PDPK1"
"prednisolone"	"CID100004894"	"D07"	"miR-520a-3p"	"AKT1"
"prednisolone"	"CID100004894"	"D07"	"miR-34a"	"MAP2K1"
"prednisolone"	"CID100004894"	"D07"	"miR-520d-3p"	"AKT1"
"prednisolone"	"CID100004894"	"D07"	"miR-23b"	"LIMK2"
"prednisolone"	"CID100004894"	"D07"	"miR-33a"	"PDPK1"
"prednisolone"	"CID100004894"	"D07"	"miR-206"	"GTF2B"
"prednisolone"	"CID100004894"	"D07"	"let-7f"	"KLF9"
"prednisolone"	"CID100004894"	"D07"	"miR-27b"	"NF1"
"prednisolone"	"CID100004894"	"D07"	"miR-148a"	"SMARCD1"
"prednisolone"	"CID100004894"	"D07"	"miR-448"	"NF1"
"prednisolone"	"CID100004894"	"D07"	"miR-206"	"SMARCB1"
"prednisolone"	"CID100004894"	"D07"	"miR-30e"	"KLF9"
"prednisolone"	"CID100004894"	"D07"	"miR-27a"	"NF1"
"prednisolone"	"CID100004894"	"D07"	"miR-222"	"GTF2B"
"prednisolone"	"CID100004894"	"D07"	"miR-34c-5p"	"MAP2K1"
"prednisolone"	"CID100004894"	"D07"	"miR-206"	"SMARCA4"
"prednisolone"	"CID100004894"	"D07"	"miR-223"	"PDPK1"
"prednisolone"	"CID100004894"	"D07"	"miR-520e"	"AKT1"
"prednisolone"	"CID100004894"	"D07"	"miR-1"	"SMARCB1"
"prednisolone"	"CID100004894"	"D07"	"miR-324-5p"	"SMARCD1"
"prednisolone"	"CID100004894"	"D07"	"miR-25"	"IRS2"
"prednisolone"	"CID100004894"	"D07"	"miR-202"	"IRS2"
"prednisolone"	"CID100004894"	"D07"	"miR-23a"	"LIMK2"
"prednisolone"	"CID100004894"	"D07"	"miR-135a"	"IRS2"
"prednisolone"	"CID100004894"	"D07"	"miR-20a"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-33b"	"PDPK1"
"prednisolone"	"CID100004894"	"D07"	"miR-200c"	"SMARCD1"
"prednisolone"	"CID100004894"	"D07"	"miR-429"	"SMARCD1"
"prednisolone"	"CID100004894"	"D07"	"miR-1271"	"MAP2K1"
"prednisolone"	"CID100004894"	"D07"	"miR-30b"	"ADRB2"
"prednisolone"	"CID100004894"	"D07"	"miR-424"	"INSR"
"prednisolone"	"CID100004894"	"D07"	"let-7b"	"KLF9"
"prednisolone"	"CID100004894"	"D07"	"miR-370"	"SMARCD1"
"prednisolone"	"CID100004894"	"D07"	"miR-613"	"GTF2B"
"prednisolone"	"CID100004894"	"D07"	"miR-30e"	"ADRB2"
"prednisolone"	"CID100004894"	"D07"	"miR-374a"	"AKT1"
"prednisolone"	"CID100004894"	"D07"	"miR-143"	"LIMK2"
"prednisolone"	"CID100004894"	"D07"	"miR-421"	"SMARCD1"
"prednisolone"	"CID100004894"	"D07"	"miR-520b"	"AKT1"
"prednisolone"	"CID100004894"	"D07"	"miR-381"	"GTF2E1"
"prednisolone"	"CID100004894"	"D07"	"miR-300"	"GTF2E1"
"prednisolone"	"CID100004894"	"D07"	"miR-370"	"NF1"
"prednisolone"	"CID100004894"	"D07"	"miR-302c"	"AKT1"
"prednisolone"	"CID100004894"	"D07"	"miR-27b"	"PDPK1"
"prednisolone"	"CID100004894"	"D07"	"miR-424"	"ADRB2"
"prednisolone"	"CID100004894"	"D07"	"let-7c"	"INSR"
"prednisolone"	"CID100004894"	"D07"	"miR-361-5p"	"GTF2E1"
"prednisolone"	"CID100004894"	"D07"	"miR-377"	"ARID1A"
"prednisolone"	"CID100004894"	"D07"	"let-7i"	"INSR"
"prednisolone"	"CID100004894"	"D07"	"miR-504"	"PDPK1"
"prednisolone"	"CID100004894"	"D07"	"miR-375"	"PDPK1"
"prednisolone"	"CID100004894"	"D07"	"miR-96"	"MAP2K1"
"prednisolone"	"CID100004894"	"D07"	"miR-148b"	"SMARCD1"
"prednisolone"	"CID100004894"	"D07"	"miR-24"	"LIMK2"
"prednisolone"	"CID100004894"	"D07"	"miR-372"	"AKT1"
"prednisolone"	"CID100004894"	"D07"	"miR-30b"	"KLF9"
"prednisolone"	"CID100004894"	"D07"	"miR-661"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-27a"	"PDPK1"
"prednisolone"	"CID100004894"	"D07"	"miR-202"	"INSR"
"prednisolone"	"CID100004894"	"D07"	"miR-20b"	"TXNIP"
"prednisolone"	"CID100004894"	"D07"	"miR-200a"	"SMARCD1"
"prednisolone"	"CID100004894"	"D07"	"miR-106a"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-30a"	"KLF9"
"prednisolone"	"CID100004894"	"D07"	"miR-30c"	"ADRB2"
"prednisolone"	"CID100004894"	"D07"	"miR-7"	"SMARCD1"
"prednisolone"	"CID100004894"	"D07"	"miR-199b-5p"	"SMARCD1"
"prednisolone"	"CID100004894"	"D07"	"miR-152"	"SMARCD1"
"prednisolone"	"CID100004894"	"D07"	"miR-27a"	"LIMK2"
"prednisolone"	"CID100004894"	"D07"	"miR-302b"	"AKT1"
"prednisolone"	"CID100004894"	"D07"	"miR-302a"	"AKT1"
"prednisolone"	"CID100004894"	"D07"	"miR-153"	"NF1"
"prednisolone"	"CID100004894"	"D07"	"miR-1"	"ARID1A"
"prednisolone"	"CID100004894"	"D07"	"miR-16"	"ADRB2"
"prednisolone"	"CID100004894"	"D07"	"miR-20a"	"TXNIP"
"prednisolone"	"CID100004894"	"D07"	"miR-20b"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-202"	"ADRB2"
"prednisolone"	"CID100004894"	"D07"	"miR-106b"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-382"	"PDPK1"
"prednisolone"	"CID100004894"	"D07"	"miR-199a-5p"	"SMARCD1"
"prednisolone"	"CID100004894"	"D07"	"miR-27b"	"LIMK2"
"prednisolone"	"CID100004894"	"D07"	"miR-200b"	"SMARCD1"
"prednisolone"	"CID100004894"	"D07"	"miR-153"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-10b"	"NF1"
"prednisolone"	"CID100004894"	"D07"	"miR-30c"	"NR3C1"
"prednisolone"	"CID100004894"	"D07"	"miR-15b"	"ADRB2"
"prednisolone"	"CID100004894"	"D07"	"miR-31"	"ARID1A"
"prednisolone"	"CID100004894"	"D07"	"miR-99b"	"SMARCD1"
"prednisolone"	"CID100004894"	"D07"	"miR-200c"	"GTF2E1"
"prednisolone"	"CID100004894"	"D07"	"let-7f"	"ADRB2"
"prednisolone"	"CID100004894"	"D07"	"miR-205"	"INSR"
"prednisolone"	"CID100004894"	"D07"	"miR-410"	"PDPK1"
"prednisolone"	"CID100004894"	"D07"	"miR-128"	"PDPK1"
"prednisolone"	"CID100004894"	"D07"	"miR-101"	"SMARCD1"
"prednisolone"	"CID100004894"	"D07"	"miR-217"	"NF1"
"prednisolone"	"CID100004894"	"D07"	"miR-133a"	"INSR"
"prednisolone"	"CID100004894"	"D07"	"miR-543"	"NF1"
"prednisolone"	"CID100004894"	"D07"	"miR-424"	"PIK3R1"
"prednisolone"	"CID100004894"	"D07"	"miR-101"	"ARID1A"
"prednisolone"	"CID100004894"	"D07"	"miR-150"	"PIK3R1"
"prednisolone"	"CID100004894"	"D07"	"miR-92b"	"IRS2"
"prednisolone"	"CID100004894"	"D07"	"miR-216a"	"ARID1A"
"prednisolone"	"CID100004894"	"D07"	"miR-491-5p"	"SMARCD1"
"prednisolone"	"CID100004894"	"D07"	"miR-30d"	"NR3C1"
"prednisolone"	"CID100004894"	"D07"	"miR-30b"	"NR3C1"
"prednisolone"	"CID100004894"	"D07"	"let-7d"	"ADRB2"
"prednisolone"	"CID100004894"	"D07"	"miR-599"	"PDPK1"
"prednisolone"	"CID100004894"	"D07"	"miR-125a-3p"	"NF1"
"prednisolone"	"CID100004894"	"D07"	"miR-206"	"SMARCC1"
"prednisolone"	"CID100004894"	"D07"	"miR-17"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"let-7e"	"KLF9"
"prednisolone"	"CID100004894"	"D07"	"miR-320a"	"SMARCC1"
"prednisolone"	"CID100004894"	"D07"	"miR-133b"	"SMARCD1"
"prednisolone"	"CID100004894"	"D07"	"miR-448"	"PIK3R1"
"prednisolone"	"CID100004894"	"D07"	"miR-367"	"NF1"
"prednisolone"	"CID100004894"	"D07"	"miR-512-5p"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-449b"	"MAP2K1"
"prednisolone"	"CID100004894"	"D07"	"miR-384"	"GTF2B"
"prednisolone"	"CID100004894"	"D07"	"let-7g"	"INSR"
"prednisolone"	"CID100004894"	"D07"	"let-7b"	"INSR"
"prednisolone"	"CID100004894"	"D07"	"miR-122"	"GTF2B"
"prednisolone"	"CID100004894"	"D07"	"let-7e"	"ADRB2"
"prednisolone"	"CID100004894"	"D07"	"miR-15a"	"NF1"
"prednisolone"	"CID100004894"	"D07"	"miR-30a"	"ADRB2"
"prednisolone"	"CID100004894"	"D07"	"miR-302d"	"AKT1"
"prednisolone"	"CID100004894"	"D07"	"miR-16"	"PIK3R1"
"prednisolone"	"CID100004894"	"D07"	"miR-133a"	"SMARCD1"
"prednisolone"	"CID100004894"	"D07"	"let-7i"	"KLF9"
"prednisolone"	"CID100004894"	"D07"	"miR-99a"	"SMARCD1"
"prednisolone"	"CID100004894"	"D07"	"miR-544"	"INSR"
"prednisolone"	"CID100004894"	"D07"	"miR-544"	"CAMK2B"
"prednisolone"	"CID100004894"	"D07"	"miR-613"	"SMARCC1"
"prednisolone"	"CID100004894"	"D07"	"miR-30a"	"NR3C1"
"prednisolone"	"CID100004894"	"D07"	"miR-33a"	"IRS2"
"prednisolone"	"CID100004894"	"D07"	"miR-133b"	"INSR"
"prednisolone"	"CID100004894"	"D07"	"miR-135b"	"IRS2"
"prednisolone"	"CID100004894"	"D07"	"miR-320a"	"NR3C1"
"prednisolone"	"CID100004894"	"D07"	"miR-328"	"NR3C1"
"prednisolone"	"CID100004894"	"D07"	"miR-122"	"FKBP5"
"prednisolone"	"CID100004894"	"D07"	"miR-195"	"PIK3R1"
"prednisolone"	"CID100004894"	"D07"	"miR-27b"	"INSR"
"prednisolone"	"CID100004894"	"D07"	"miR-519d"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-133a"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-886-3p"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-449a"	"MAP2K1"
"prednisolone"	"CID100004894"	"D07"	"miR-590-3p"	"INSR"
"prednisolone"	"CID100004894"	"D07"	"let-7b"	"ADRB2"
"prednisolone"	"CID100004894"	"D07"	"miR-23b"	"SMARCC1"
"prednisolone"	"CID100004894"	"D07"	"miR-1"	"SMARCC1"
"prednisolone"	"CID100004894"	"D07"	"miR-148b*"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-16"	"NF1"
"prednisolone"	"CID100004894"	"D07"	"miR-30d"	"ADRB2"
"prednisolone"	"CID100004894"	"D07"	"miR-93"	"TXNIP"
"prednisolone"	"CID100004894"	"D07"	"miR-98"	"INSR"
"prednisolone"	"CID100004894"	"D07"	"miR-504"	"PIK3R1"
"prednisolone"	"CID100004894"	"D07"	"miR-195"	"ADRB2"
"prednisolone"	"CID100004894"	"D07"	"miR-100"	"SMARCD1"
"prednisolone"	"CID100004894"	"D07"	"miR-196a"	"ANXA1"
"prednisolone"	"CID100004894"	"D07"	"let-7i"	"ADRB2"
"prednisolone"	"CID100004894"	"D07"	"miR-320c"	"NR3C1"
"prednisolone"	"CID100004894"	"D07"	"miR-150"	"SMARCD1"
"prednisolone"	"CID100004894"	"D07"	"miR-141"	"SMARCD1"
"prednisolone"	"CID100004894"	"D07"	"miR-454"	"TXNIP"
"prednisolone"	"CID100004894"	"D07"	"miR-106b"	"TXNIP"
"prednisolone"	"CID100004894"	"D07"	"miR-30e"	"NR3C1"
"prednisolone"	"CID100004894"	"D07"	"miR-129-5p"	"SMARCC1"
"prednisolone"	"CID100004894"	"D07"	"let-7e"	"INSR"
"prednisolone"	"CID100004894"	"D07"	"miR-519d"	"TXNIP"
"prednisolone"	"CID100004894"	"D07"	"miR-182"	"PIK3R1"
"prednisolone"	"CID100004894"	"D07"	"miR-494"	"SMARCE1"
"prednisolone"	"CID100004894"	"D07"	"miR-93"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-223"	"SMARCD1"
"prednisolone"	"CID100004894"	"D07"	"miR-23a"	"SMARCC1"
"prednisolone"	"CID100004894"	"D07"	"miR-103"	"SMARCE1"
"prednisolone"	"CID100004894"	"D07"	"miR-320d"	"NR3C1"
"prednisolone"	"CID100004894"	"D07"	"miR-431"	"IRS2"
"prednisolone"	"CID100004894"	"D07"	"miR-9"	"ARID1A"
"prednisolone"	"CID100004894"	"D07"	"miR-590-3p"	"NF1"
"prednisolone"	"CID100004894"	"D07"	"miR-130b"	"TXNIP"
"prednisolone"	"CID100004894"	"D07"	"miR-32"	"IRS2"
"prednisolone"	"CID100004894"	"D07"	"miR-497"	"ADRB2"
"prednisolone"	"CID100004894"	"D07"	"miR-128"	"INSR"
"prednisolone"	"CID100004894"	"D07"	"let-7c"	"ADRB2"
"prednisolone"	"CID100004894"	"D07"	"miR-21"	"PIK3R1"
"prednisolone"	"CID100004894"	"D07"	"miR-340"	"NR3C1"
"prednisolone"	"CID100004894"	"D07"	"miR-590-5p"	"PIK3R1"
"prednisolone"	"CID100004894"	"D07"	"miR-876-3p"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-107"	"PIK3R1"
"prednisolone"	"CID100004894"	"D07"	"miR-103"	"PIK3R1"
"prednisolone"	"CID100004894"	"D07"	"miR-361-5p"	"HSP90AA1"
"prednisolone"	"CID100004894"	"D07"	"miR-181c"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-301a"	"TXNIP"
"prednisolone"	"CID100004894"	"D07"	"miR-33b"	"IRS2"
"prednisolone"	"CID100004894"	"D07"	"miR-92a"	"IRS2"
"prednisolone"	"CID100004894"	"D07"	"miR-320a"	"PIK3R1"
"prednisolone"	"CID100004894"	"D07"	"miR-30e"	"IRS2"
"prednisolone"	"CID100004894"	"D07"	"miR-320a"	"SMARCE1"
"prednisolone"	"CID100004894"	"D07"	"let-7a"	"ADRB2"
"prednisolone"	"CID100004894"	"D07"	"miR-193b"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-16"	"INSR"
"prednisolone"	"CID100004894"	"D07"	"miR-214"	"LIMK2"
"prednisolone"	"CID100004894"	"D07"	"miR-429"	"GTF2E1"
"prednisolone"	"CID100004894"	"D07"	"miR-15b"	"MAP2K1"
"prednisolone"	"CID100004894"	"D07"	"miR-495"	"PIK3R1"
"prednisolone"	"CID100004894"	"D07"	"miR-410"	"NR3C1"
"prednisolone"	"CID100004894"	"D07"	"miR-144"	"ARID1A"
"prednisolone"	"CID100004894"	"D07"	"miR-23a"	"IRS2"
"prednisolone"	"CID100004894"	"D07"	"let-7d"	"INSR"
"prednisolone"	"CID100004894"	"D07"	"let-7a"	"KLF9"
"prednisolone"	"CID100004894"	"D07"	"miR-506"	"SMARCC1"
"prednisolone"	"CID100004894"	"D07"	"miR-429"	"DUSP1"
"prednisolone"	"CID100004894"	"D07"	"miR-144"	"SMARCC1"
"prednisolone"	"CID100004894"	"D07"	"miR-130b"	"NR3C1"
"prednisolone"	"CID100004894"	"D07"	"miR-506"	"NR3C1"
"prednisolone"	"CID100004894"	"D07"	"miR-320b"	"NR3C1"
"prednisolone"	"CID100004894"	"D07"	"miR-130a"	"TXNIP"
"prednisolone"	"CID100004894"	"D07"	"miR-181a"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-29b"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-340"	"ARID1A"
"prednisolone"	"CID100004894"	"D07"	"miR-124"	"CCL2"
"prednisolone"	"CID100004894"	"D07"	"miR-200b"	"PDPK1"
"prednisolone"	"CID100004894"	"D07"	"miR-488"	"PIK3R1"
"prednisolone"	"CID100004894"	"D07"	"miR-503"	"PIK3R1"
"prednisolone"	"CID100004894"	"D07"	"miR-193a-3p"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-124a"	"NR3C1"
"prednisolone"	"CID100004894"	"D07"	"miR-15a"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-200b"	"KLF9"
"prednisolone"	"CID100004894"	"D07"	"miR-15a"	"FKBP5"
"prednisolone"	"CID100004894"	"D07"	"miR-373"	"RELA"
"prednisolone"	"CID100004894"	"D07"	"miR-192"	"SMARCB1"
"prednisolone"	"CID100004894"	"D07"	"miR-495"	"HSP90AA1"
"prednisolone"	"CID100004894"	"D07"	"miR-29c"	"PIK3R1"
"prednisolone"	"CID100004894"	"D07"	"miR-377"	"NR3C1"
"prednisolone"	"CID100004894"	"D07"	"miR-22"	"NR3C1"
"prednisolone"	"CID100004894"	"D07"	"miR-200a"	"FKBP5"
"prednisolone"	"CID100004894"	"D07"	"miR-133b"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-16"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-211"	"NR3C1"
"prednisolone"	"CID100004894"	"D07"	"miR-224"	"IRS2"
"prednisolone"	"CID100004894"	"D07"	"miR-708"	"SMARCC2"
"prednisolone"	"CID100004894"	"D07"	"miR-30d"	"IRS2"
"prednisolone"	"CID100004894"	"D07"	"miR-15a"	"ADRB2"
"prednisolone"	"CID100004894"	"D07"	"miR-301b"	"TXNIP"
"prednisolone"	"CID100004894"	"D07"	"miR-486-5p"	"ARID1A"
"prednisolone"	"CID100004894"	"D07"	"miR-195"	"NF1"
"prednisolone"	"CID100004894"	"D07"	"miR-302e"	"AKT1"
"prednisolone"	"CID100004894"	"D07"	"miR-181d"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-23b"	"IRS2"
"prednisolone"	"CID100004894"	"D07"	"let-7f"	"INSR"
"prednisolone"	"CID100004894"	"D07"	"miR-27a"	"INSR"
"prednisolone"	"CID100004894"	"D07"	"miR-100"	"FKBP5"
"prednisolone"	"CID100004894"	"D07"	"miR-320b"	"SMARCE1"
"prednisolone"	"CID100004894"	"D07"	"miR-320c"	"SMARCE1"
"prednisolone"	"CID100004894"	"D07"	"miR-499-5p"	"SDC2"
"prednisolone"	"CID100004894"	"D07"	"miR-376c"	"SDC2"
"prednisolone"	"CID100004894"	"D07"	"miR-195"	"FKBP5"
"prednisolone"	"CID100004894"	"D07"	"miR-363"	"NF1"
"prednisolone"	"CID100004894"	"D07"	"miR-124"	"GTF2E1"
"prednisolone"	"CID100004894"	"D07"	"miR-374b"	"CCL2"
"prednisolone"	"CID100004894"	"D07"	"miR-148*"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-181b"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"let-7g"	"ADRB2"
"prednisolone"	"CID100004894"	"D07"	"miR-98"	"ADRB2"
"prednisolone"	"CID100004894"	"D07"	"miR-7"	"IRS2"
"prednisolone"	"CID100004894"	"D07"	"miR-320c"	"PIK3R1"
"prednisolone"	"CID100004894"	"D07"	"miR-490-3p"	"CORIN"
"prednisolone"	"CID100004894"	"D07"	"miR-520d-3p"	"CORIN"
"prednisolone"	"CID100004894"	"D07"	"miR-429"	"KLF9"
"prednisolone"	"CID100004894"	"D07"	"let-7g"	"DUSP1"
"prednisolone"	"CID100004894"	"D07"	"miR-582-5p"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-96"	"SDC2"
"prednisolone"	"CID100004894"	"D07"	"let-7d"	"SMARCC1"
"prednisolone"	"CID100004894"	"D07"	"miR-124"	"SMARCC1"
"prednisolone"	"CID100004894"	"D07"	"miR-29a"	"PIK3R1"
"prednisolone"	"CID100004894"	"D07"	"miR-214"	"SMARCC1"
"prednisolone"	"CID100004894"	"D07"	"miR-15a"	"PIK3R1"
"prednisolone"	"CID100004894"	"D07"	"miR-107"	"SMARCE1"
"prednisolone"	"CID100004894"	"D07"	"miR-892b"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-379"	"INSR"
"prednisolone"	"CID100004894"	"D07"	"miR-200c"	"DUSP1"
"prednisolone"	"CID100004894"	"D07"	"miR-30c"	"IRS2"
"prednisolone"	"CID100004894"	"D07"	"let-7b"	"SMARCC1"
"prednisolone"	"CID100004894"	"D07"	"miR-141"	"IRS2"
"prednisolone"	"CID100004894"	"D07"	"miR-539"	"FKBP5"
"prednisolone"	"CID100004894"	"D07"	"miR-200b"	"GTF2E1"
"prednisolone"	"CID100004894"	"D07"	"let-7f"	"SMARCC1"
"prednisolone"	"CID100004894"	"D07"	"miR-363"	"IRS2"
"prednisolone"	"CID100004894"	"D07"	"miR-320d"	"PIK3R1"
"prednisolone"	"CID100004894"	"D07"	"miR-141"	"FKBP5"
"prednisolone"	"CID100004894"	"D07"	"let-7c"	"KLF9"
"prednisolone"	"CID100004894"	"D07"	"miR-320d"	"SMARCE1"
"prednisolone"	"CID100004894"	"D07"	"miR-34c-5p"	"CAV1"
"prednisolone"	"CID100004894"	"D07"	"miR-92b"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"let-7a"	"SMARCC1"
"prednisolone"	"CID100004894"	"D07"	"miR-124"	"RELA"
"prednisolone"	"CID100004894"	"D07"	"miR-302d"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"let-7e"	"SMARCC1"
"prednisolone"	"CID100004894"	"D07"	"miR-221"	"ARID1A"
"prednisolone"	"CID100004894"	"D07"	"miR-497"	"MAP2K1"
"prednisolone"	"CID100004894"	"D07"	"miR-21"	"ZFP36L2"
"prednisolone"	"CID100004894"	"D07"	"miR-106a"	"TXNIP"
"prednisolone"	"CID100004894"	"D07"	"miR-15b"	"PIK3R1"
"prednisolone"	"CID100004894"	"D07"	"miR-488"	"SMARCC1"
"prednisolone"	"CID100004894"	"D07"	"miR-29a"	"MCL1"
"prednisolone"	"CID100004894"	"D07"	"miR-99a"	"FKBP5"
"prednisolone"	"CID100004894"	"D07"	"miR-138"	"CORIN"
"prednisolone"	"CID100004894"	"D07"	"miR-16"	"FKBP5"
